Transaction_ID,Items
499,"Apple, Milk, Pasta, Rice, Wine, Cheese, Chicken, Bread"
500,"Milk, Pasta, Diapers, Rice, Beef, Chicken, Wine"
501,"Pasta, Diapers, Rice, Cheese, Wine"
502,"Apple, Milk, Pasta, Cheese, Wine"
503,"Apple, Pasta, Diapers, Beef, Cheese, Wine"
504,"Apple, Milk, Pasta, Bread, Diapers, Beef, Cheese, Wine"
505,"Milk, Pasta, Bread, Beef, Wine"
506,"Diapers, Rice, Cheese, Chicken, Wine"
507,"Pasta, Wine"
508,"Pasta, Wine, Cheese, Beef"
509,"Apple, Milk, Pasta, Diapers, Rice, Beef, Wine"
510,"Pasta, Rice, Wine"
511,"Apple, Pasta, Rice, Chicken, Wine"
512,"Apple, Milk, Pasta, Bread, Diapers, Beef, Cheese, Wine"
513,"Apple, Pasta, Wine, Chicken, Bread"
514,"Pasta, Wine, Beef, Chicken"
515,"Apple, Pasta, Diapers, Chicken, Wine"
516,"Apple, Milk, Pasta, Diapers, Rice, Beef, Wine, Bread"
517,"Pasta, Beef, Wine, Cheese, Chicken, Bread"
518,"Pasta, Diapers, Wine, Chicken, Bread"
519,"Pasta, Bread, Wine, Cheese"
520,"Pasta, Rice, Wine"
521,"Milk, Pasta, Bread, Diapers, Cheese, Wine"
522,"Pasta, Milk, Wine, Chicken"
523,
524,"Pasta, Diapers, Wine, Chicken"
525,"Pasta, Wine, Chicken"
526,"Pasta, Rice, Wine"
527,"Pasta, Wine"
528,"Pasta, Rice, Wine, Beef"
529,"Pasta, Milk, Wine"
530,"Pasta, Wine"
531,"Milk, Pasta, Rice, Wine, Chicken, Bread"
532,"Apple, Milk, Pasta, Cheese, Wine"
533,"Milk, Pasta, Bread, Diapers, Cheese, Chicken, Wine"
534,"Pasta, Wine, Cheese"
535,"Pasta, Wine, Cheese"
536,"Apple, Milk, Pasta, Bread, Rice, Cheese, Chicken, Wine"
537,"Apple, Milk, Pasta, Diapers, Rice, Cheese, Wine"
538,"Apple, Milk, Pasta, Diapers, Rice, Beef, Cheese, Wine"
539,"Apple, Milk, Diapers, Rice, Beef, Chicken, Bread"
540,"Apple, Milk, Pasta, Diapers, Cheese, Chicken, Wine"
541,"Apple, Milk, Diapers, Beef, Wine"
542,"Apple, Milk, Pasta, Diapers, Rice, Beef, Wine, Cheese, Bread"
543,"Milk, Pasta, Rice, Cheese, Wine"
544,"Pasta, Diapers, Rice, Beef, Cheese, Wine"
545,"Milk, Pasta, Bread, Beef, Chicken, Wine"
546,"Pasta, Wine"
547,"Pasta, Diapers, Rice, Wine, Cheese, Bread"
548,"Pasta, Rice, Wine, Cheese"
549,"Pasta, Milk, Wine, Chicken"
550,"Milk, Pasta, Diapers, Rice, Beef, Wine, Chicken, Bread"
551,"Apple, Milk, Pasta, Rice, Cheese, Chicken, Wine"
552,"Apple, Milk, Pasta, Bread, Diapers, Rice, Cheese, Chicken, Wine"
553,"Pasta, Diapers, Wine, Chicken"
554,"Pasta, Wine"
555,"Pasta, Diapers, Wine, Bread"
556,"Milk, Pasta, Diapers, Rice, Beef, Chicken, Wine"
557,"Milk, Diapers, Rice, Beef, Cheese, Chicken, Bread"
558,"Pasta, Wine"
559,"Pasta, Diapers, Rice, Chicken, Wine"
560,"Apple, Pasta, Diapers, Wine, Cheese, Chicken, Bread"
561,"Pasta, Rice, Wine"
562,"Apple, Pasta, Diapers, Beef, Chicken, Wine"
563,"Pasta, Wine, Chicken"
564,"Pasta, Bread, Wine, Cheese"
565,"Milk, Pasta, Bread, Diapers, Chicken, Wine"
566,"Apple, Milk, Diapers, Rice, Beef, Cheese, Wine"
567,"Pasta, Wine, Beef"
568,"Milk, Rice, Cheese, Chicken, Wine"
569,"Milk, Pasta, Diapers, Beef, Wine"
570,"Pasta, Wine"
571,"Apple, Milk, Pasta, Rice, Beef, Wine, Cheese, Bread"
572,"Pasta, Diapers, Beef, Wine, Chicken, Bread"
573,"Apple, Milk, Pasta, Diapers"
574,"Milk, Pasta, Rice, Beef, Wine, Cheese, Chicken, Bread"
575,"Milk, Pasta, Bread, Diapers, Rice, Cheese, Chicken, Wine"
576,"Pasta, Apple, Wine, Cheese"
577,"Apple, Pasta, Rice, Cheese, Chicken, Wine"
578,"Apple, Pasta, Rice, Wine, Bread"
579,"Pasta, Wine, Chicken"
580,"Apple, Pasta, Bread, Diapers, Wine"
581,"Diapers, Rice, Beef, Wine, Cheese, Chicken, Bread"
582,"Pasta, Beef, Cheese, Chicken, Wine"
583,"Pasta, Diapers, Rice, Wine, Cheese, Chicken, Bread"
584,"Apple, Milk, Pasta, Diapers, Wine, Cheese, Chicken, Bread"
585,"Apple, Pasta, Bread, Diapers, Rice, Cheese, Chicken, Wine"
586,"Apple, Pasta, Wine, Chicken, Bread"
587,"Pasta, Wine"
588,"Apple, Pasta, Diapers, Rice, Cheese, Chicken, Wine"
589,"Pasta, Wine"
590,"Pasta, Diapers, Rice, Cheese, Chicken, Wine"
591,"Apple, Pasta, Diapers, Beef, Wine, Bread"
592,"Pasta, Rice, Wine, Apple"
593,"Pasta, Wine"
594,"Apple, Milk, Pasta, Rice, Beef, Wine, Cheese, Bread"
595,"Pasta, Milk, Wine"
596,"Pasta, Wine"
597,"Milk, Pasta, Diapers, Rice, Beef, Cheese, Chicken, Wine"
598,"Apple, Pasta, Diapers, Wine, Chicken, Bread"
599,"Pasta, Wine, Cheese"
600,"Pasta, Wine, Cheese, Beef"
601,"Pasta, Milk, Wine"
602,"Apple, Milk, Pasta, Bread, Diapers, Beef, Chicken, Wine"
603,"Apple, Milk, Pasta, Diapers, Wine, Cheese, Chicken, Bread"
604,"Pasta, Wine"
605,"Milk, Pasta, Bread, Rice, Beef, Chicken, Wine"
606,"Apple, Pasta, Bread, Rice, Beef, Chicken, Wine"
607,"Milk, Pasta, Beef, Wine, Chicken, Bread"
608,"Apple, Pasta, Bread, Diapers, Rice, Beef, Cheese, Wine"
609,"Pasta, Bread, Diapers, Rice, Beef, Chicken, Wine"
610,"Milk, Pasta, Bread, Rice, Beef, Cheese, Chicken, Wine"
611,"Pasta, Rice, Wine"
612,"Rice, Cheese, Chicken"
613,"Milk, Pasta, Rice, Beef, Cheese, Chicken, Wine"
614,"Pasta, Diapers, Wine, Cheese"
615,"Pasta, Beef, Wine, Chicken, Bread"
616,"Pasta, Bread, Wine, Cheese"
617,"Pasta, Wine, Cheese"
618,"Milk, Pasta, Beef, Cheese, Chicken, Bread"
619,"Pasta, Diapers, Wine, Beef"
620,"Apple, Milk, Pasta, Diapers, Beef, Wine, Bread"
621,"Milk, Pasta, Diapers, Rice, Beef, Wine, Cheese, Bread"
622,"Apple, Pasta, Bread, Diapers, Rice, Cheese, Wine"
623,"Pasta, Wine"
624,"Milk, Pasta, Diapers, Rice, Beef, Wine, Bread"
625,"Pasta, Wine"
626,"Apple, Pasta, Diapers, Beef, Wine, Cheese, Chicken, Bread"
627,"Apple, Milk, Pasta, Bread, Beef, Cheese, Chicken, Wine"
628,"Milk, Pasta, Bread, Beef, Wine"
629,"Apple, Pasta, Diapers, Rice, Beef, Cheese, Wine"
630,"Pasta, Bread, Wine, Chicken"
631,"Diapers, Wine"
632,"Pasta, Bread, Diapers, Cheese, Wine"
633,"Apple, Milk, Pasta, Bread, Diapers, Rice, Beef, Cheese, Wine"
634,"Pasta, Apple, Milk, Wine"
635,"Apple, Pasta, Diapers, Rice, Beef, Cheese, Chicken, Wine"
636,"Apple, Pasta, Rice, Beef, Wine, Chicken, Bread"
637,"Apple, Pasta, Bread, Diapers, Beef, Cheese, Wine"
638,"Apple, Pasta, Bread, Rice, Beef, Chicken, Wine"
639,"Apple, Pasta, Beef, Cheese, Wine"
640,"Pasta, Wine"
641,"Pasta, Diapers, Rice, Beef, Wine, Bread"
642,"Pasta, Diapers, Rice, Beef, Wine, Chicken, Bread"
643,"Apple, Pasta, Bread, Rice, Beef, Cheese, Chicken, Wine"
644,"Pasta, Beef, Wine, Cheese, Chicken, Bread"
645,"Pasta, Bread, Diapers, Rice, Beef, Cheese, Chicken, Wine"
646,"Apple, Milk, Pasta, Diapers, Rice, Beef, Wine, Bread"
647,"Pasta, Wine, Chicken"
648,"Apple, Pasta, Diapers, Beef, Wine, Cheese, Bread"
649,"Pasta, Bread, Wine, Diapers"
650,"Apple, Milk, Pasta, Beef, Chicken, Wine"
651,"Apple, Milk, Pasta, Cheese, Wine"
652,"Apple, Milk, Pasta, Diapers, Rice, Beef, Cheese, Wine"
653,"Pasta, Wine"
654,"Pasta, Wine"
655,Chicken
656,"Milk, Pasta, Bread, Diapers, Beef, Cheese, Chicken, Wine"
657,"Apple, Milk, Pasta, Rice, Beef, Wine, Cheese, Bread"
658,"Apple, Pasta, Diapers, Beef, Wine"
659,"Pasta, Apple, Wine, Chicken"
660,"Apple, Milk, Pasta, Bread, Diapers, Beef, Wine"
661,
662,"Pasta, Rice, Wine, Chicken, Bread"
663,"Milk, Pasta, Bread, Diapers, Rice, Beef, Chicken, Wine"
664,"Pasta, Wine"
665,"Pasta, Milk, Wine, Cheese"
666,"Apple, Pasta, Wine, Cheese, Bread"
667,"Pasta, Milk, Wine, Beef"
668,"Pasta, Wine, Beef, Chicken"
669,"Pasta, Apple, Milk, Wine"
670,"Pasta, Rice, Beef, Wine, Chicken, Bread"
671,"Pasta, Apple, Wine"
672,"Apple, Pasta, Bread, Rice, Cheese, Wine"
673,"Apple, Milk, Pasta, Bread, Diapers, Rice, Wine"
674,"Apple, Pasta, Diapers, Rice, Beef, Wine, Cheese, Bread"
675,"Apple, Pasta, Diapers, Beef, Wine"
676,"Apple, Pasta, Diapers, Cheese, Wine"
677,"Pasta, Bread, Wine, Chicken"
678,"Pasta, Diapers, Wine, Chicken"
679,"Apple, Pasta, Diapers, Rice, Chicken, Wine"
680,"Apple, Milk, Pasta, Rice, Wine, Cheese, Bread"
681,"Milk, Pasta, Diapers, Beef, Wine, Chicken, Bread"
682,"Apple, Milk, Pasta, Diapers, Rice, Cheese, Wine"
683,"Pasta, Rice, Milk, Wine"
684,"Apple, Milk, Pasta, Diapers, Rice, Beef, Wine, Bread"
685,"Pasta, Milk, Wine, Cheese"
686,"Pasta, Bread, Wine, Cheese"
687,"Apple, Pasta, Diapers, Rice, Wine"
688,"Milk, Pasta, Diapers, Chicken, Wine"
689,"Milk, Diapers, Wine, Cheese, Chicken, Bread"
690,"Apple, Milk, Pasta, Diapers, Wine, Bread"
691,"Pasta, Diapers, Rice, Beef, Wine, Cheese, Chicken, Bread"
692,"Apple, Pasta, Rice, Beef, Wine, Bread"
693,"Pasta, Wine"
694,"Pasta, Bread, Diapers, Rice, Beef, Cheese, Chicken, Wine"
695,"Apple, Pasta, Diapers, Rice, Cheese, Chicken, Wine"
696,"Pasta, Apple, Wine, Beef"
697,"Wine, Beef"
698,"Pasta, Rice, Cheese, Chicken, Wine"
699,"Pasta, Wine"
700,"Pasta, Wine"
701,"Milk, Pasta, Bread, Diapers, Rice, Beef, Cheese, Wine"
702,"Apple, Pasta, Bread, Diapers, Rice, Beef, Chicken, Wine"
703,"Pasta, Diapers, Wine"
704,"Pasta, Bread, Diapers, Rice, Beef, Wine"
705,"Apple, Milk, Pasta, Bread, Rice, Cheese, Wine"
706,Wine
707,"Pasta, Rice, Bread, Wine"
708,"Pasta, Wine"
709,"Pasta, Diapers, Rice, Wine, Cheese, Chicken, Bread"
710,"Pasta, Wine"
711,"Pasta, Bread, Wine, Beef"
712,"Apple, Milk, Pasta, Bread, Rice, Cheese, Chicken, Wine"
713,"Pasta, Diapers, Rice, Wine, Cheese, Chicken, Bread"
714,"Apple, Milk, Pasta, Bread, Rice, Beef, Chicken, Wine"
715,"Pasta, Wine"
716,"Pasta, Diapers, Wine"
717,"Pasta, Wine, Cheese"
718,"Pasta, Wine"
719,"Pasta, Diapers, Beef, Wine, Cheese, Chicken, Bread"
720,"Milk, Pasta, Rice, Wine, Cheese, Chicken, Bread"
721,"Pasta, Rice, Wine, Beef"
722,"Milk, Pasta, Diapers, Rice, Beef, Chicken, Wine"
723,"Pasta, Wine"
724,"Pasta, Wine"
725,"Milk, Pasta, Rice, Beef, Cheese, Wine"
726,"Milk, Pasta, Bread, Diapers, Beef, Cheese, Chicken, Wine"
727,"Pasta, Bread, Wine"
728,Diapers
729,"Pasta, Wine"
730,"Apple, Pasta, Diapers, Beef, Cheese, Wine"
731,Apple
732,"Pasta, Milk, Wine, Bread"
733,"Pasta, Wine"
734,"Apple, Milk, Pasta, Bread, Diapers, Beef, Cheese, Chicken, Wine"
735,"Pasta, Wine"
736,"Milk, Pasta, Diapers, Rice, Beef, Wine"
737,"Apple, Milk, Pasta, Rice, Beef, Cheese, Chicken, Wine"
738,"Apple, Pasta, Bread, Diapers, Rice, Chicken, Wine"
739,"Pasta, Diapers, Wine, Beef"
740,"Apple, Milk, Pasta, Bread, Diapers, Rice, Beef, Wine"
741,"Apple, Milk, Pasta, Wine, Cheese, Chicken, Bread"
742,"Apple, Pasta, Bread, Diapers, Rice, Beef, Cheese, Wine"
743,"Apple, Pasta, Rice, Chicken, Wine"
744,"Pasta, Rice, Bread, Wine"
745,"Milk, Pasta, Bread, Diapers, Rice, Beef, Cheese, Wine"
746,"Apple, Milk, Pasta, Bread, Rice, Cheese, Wine"
747,"Pasta, Diapers, Beef, Wine, Cheese, Bread"
748,"Pasta, Milk, Wine, Bread"
749,"Pasta, Bread, Wine"
750,"Apple, Milk, Pasta, Beef, Wine"
751,"Pasta, Milk, Wine"
752,"Milk, Pasta, Diapers, Rice, Cheese, Wine"
753,"Pasta, Wine"
754,"Pasta, Milk, Wine, Diapers"
755,"Apple, Milk, Pasta, Bread, Beef, Cheese, Chicken, Wine"
756,"Pasta, Bread, Wine"
757,"Pasta, Diapers, Beef, Chicken, Wine"
758,"Apple, Pasta, Diapers, Beef, Chicken, Wine"
759,"Apple, Diapers, Rice, Beef, Wine, Cheese, Bread"
760,"Milk, Pasta, Bread, Diapers, Cheese, Wine"
761,"Pasta, Wine"
762,"Milk, Pasta, Bread, Diapers, Beef, Wine"
763,"Pasta, Rice, Wine, Cheese, Bread"
764,"Pasta, Rice, Cheese, Chicken, Wine"
765,"Apple, Pasta, Rice, Cheese, Wine"
766,"Pasta, Rice, Bread, Wine"
767,"Pasta, Diapers, Wine"
768,"Pasta, Wine"
769,"Apple, Pasta, Beef, Wine, Bread"
770,"Apple, Milk, Pasta, Diapers, Rice, Cheese, Wine"
771,"Apple, Pasta, Wine, Cheese, Bread"
772,"Apple, Milk, Pasta, Bread, Diapers, Rice, Beef, Cheese, Wine"
773,"Apple, Milk, Pasta, Beef, Cheese, Chicken, Wine"
774,"Milk, Pasta, Diapers, Rice, Beef, Cheese, Chicken, Wine"
775,"Milk, Pasta, Bread, Rice, Beef, Wine"
776,"Apple, Milk, Pasta, Diapers, Rice, Wine"
777,"Milk, Pasta, Diapers, Rice, Beef, Wine, Bread"
778,"Pasta, Wine, Beef"
779,"Pasta, Wine"
780,"Milk, Pasta, Diapers, Rice, Beef, Chicken, Wine"
781,"Apple, Milk, Pasta, Cheese, Wine"
782,"Pasta, Wine"
783,"Pasta, Wine"
784,"Pasta, Diapers, Wine, Milk"
785,"Apple, Milk, Pasta, Bread, Diapers, Beef, Cheese, Chicken, Wine"
786,"Pasta, Rice, Beef, Chicken, Wine"
787,"Pasta, Bread, Wine"
788,"Pasta, Rice, Beef, Wine, Cheese, Bread"
789,"Apple, Pasta, Wine, Cheese, Bread"
790,"Pasta, Diapers, Wine, Cheese, Chicken, Bread"
791,"Pasta, Apple, Wine, Cheese"
792,"Pasta, Beef, Wine, Cheese, Bread"
793,"Apple, Milk, Pasta, Diapers, Rice, Beef, Cheese, Wine"
794,"Pasta, Rice, Beef, Cheese, Chicken, Wine"
795,"Pasta, Wine"
796,"Apple, Milk, Pasta, Rice, Beef, Wine, Bread"
797,"Apple, Milk, Pasta, Bread, Diapers, Rice, Chicken, Wine"
798,
799,"Pasta, Rice, Wine, Beef"
800,"Pasta, Diapers, Wine"
801,"Apple, Pasta, Bread, Diapers, Rice, Beef, Chicken, Wine"
802,"Apple, Pasta, Diapers, Rice, Wine, Chicken, Bread"
803,"Apple, Pasta, Beef, Wine, Chicken, Bread"
804,"Apple, Milk, Pasta, Rice, Beef, Wine"
805,"Apple, Milk, Pasta, Rice, Cheese, Chicken, Wine"
806,"Pasta, Rice, Wine, Apple"
807,"Pasta, Diapers, Cheese, Chicken, Wine"
808,"Pasta, Wine, Chicken"
809,"Pasta, Bread, Wine, Chicken"
810,"Pasta, Apple, Bread, Wine"
811,"Pasta, Apple, Wine"
812,"Pasta, Diapers, Wine"
813,"Pasta, Wine"
814,"Apple, Milk, Pasta, Diapers, Rice, Beef, Chicken, Wine"
815,"Apple, Pasta, Beef, Chicken, Wine"
816,"Pasta, Rice, Beef, Wine, Bread"
817,"Apple, Pasta, Diapers, Beef, Wine"
818,"Bread, Pasta, Beef, Wine"
819,"Pasta, Wine, Cheese"
820,"Apple, Beef"
821,"Pasta, Diapers, Wine, Chicken"
822,"Pasta, Wine"
823,"Pasta, Rice, Beef, Wine"
824,"Apple, Pasta, Diapers, Rice, Beef, Chicken, Bread"
825,"Apple, Diapers, Rice, Beef, Cheese, Chicken"
826,"Apple, Milk, Pasta, Diapers, Rice, Cheese, Wine"
827,"Pasta, Wine"
828,"Apple, Milk, Pasta, Diapers, Beef, Cheese, Chicken, Wine"
829,"Pasta, Bread, Diapers, Rice, Beef, Cheese, Wine"
830,"Pasta, Diapers, Wine"
831,"Milk, Pasta, Diapers, Rice, Beef, Cheese, Wine"
832,"Pasta, Rice, Wine"
833,"Pasta, Apple, Diapers, Wine"
834,"Pasta, Rice, Diapers, Wine"
835,"Apple, Pasta, Diapers, Rice, Wine, Cheese, Chicken, Bread"
836,"Apple, Milk, Diapers, Beef, Wine, Bread"
837,"Pasta, Diapers, Rice, Beef, Chicken, Wine"
838,"Pasta, Milk, Wine, Diapers"
839,"Pasta, Milk, Wine, Bread"
840,"Pasta, Rice, Milk, Wine"
841,"Apple, Milk, Pasta, Diapers, Rice, Cheese, Chicken, Wine"
842,"Milk, Rice, Cheese, Chicken, Bread"
843,"Milk, Pasta, Diapers, Beef, Wine, Cheese, Chicken, Bread"
844,"Milk, Pasta, Diapers, Chicken, Wine"
845,"Apple, Pasta, Diapers, Rice, Wine"
846,
847,"Pasta, Wine"
848,"Pasta, Wine, Chicken"
849,"Apple, Milk, Pasta, Diapers, Cheese, Chicken, Wine"
850,"Apple, Milk, Pasta, Diapers, Cheese, Chicken, Wine"
851,"Pasta, Rice, Beef, Wine, Cheese, Bread"
852,"Pasta, Wine"
853,"Pasta, Wine"
854,"Pasta, Rice, Wine"
855,"Diapers, Rice, Cheese"
856,"Apple, Pasta, Diapers, Rice, Wine"
857,"Apple, Milk, Pasta, Bread, Diapers, Rice, Cheese, Wine"
858,
859,"Bread, Chicken"
860,"Pasta, Beef, Wine, Cheese, Bread"
861,"Apple, Milk, Pasta, Diapers, Rice, Wine, Cheese, Bread"
862,"Apple, Milk, Pasta, Bread, Rice, Chicken, Wine"
863,"Apple, Pasta, Diapers, Rice, Chicken, Wine"
864,"Pasta, Diapers, Wine, Bread"
865,"Apple, Milk, Pasta, Rice, Beef, Cheese, Chicken, Wine"
866,"Apple, Pasta, Bread, Diapers, Rice, Beef, Wine"
867,"Apple, Milk, Pasta, Diapers, Wine, Cheese, Chicken, Bread"
868,"Pasta, Apple, Diapers, Wine"
869,"Milk, Pasta, Rice, Beef, Wine, Chicken, Bread"
870,"Apple, Pasta, Diapers, Beef, Wine, Chicken, Bread"
871,"Pasta, Wine"
872,"Pasta, Wine, Beef"
873,"Wine, Chicken"
874,"Milk, Pasta, Rice, Beef, Wine, Cheese, Chicken, Bread"
875,"Apple, Milk, Pasta, Rice, Beef, Wine, Cheese, Bread"
876,"Milk, Pasta, Bread, Beef, Wine"
877,"Apple, Milk, Pasta, Diapers, Rice, Beef, Chicken, Wine"
878,"Pasta, Cheese, Wine"
879,"Pasta, Wine"
880,"Milk, Pasta, Diapers, Rice, Beef, Cheese, Wine"
881,"Pasta, Diapers, Beef, Wine, Cheese, Chicken, Bread"
882,"Pasta, Wine"
883,"Milk, Pasta, Beef, Cheese, Wine"
884,"Pasta, Diapers, Rice, Chicken, Wine"
885,"Pasta, Wine, Cheese, Chicken"
886,"Milk, Pasta, Rice, Cheese, Chicken, Wine"
887,"Milk, Pasta, Bread, Diapers, Beef, Cheese, Chicken, Wine"
888,"Milk, Pasta, Bread, Diapers, Rice, Cheese, Wine"
889,"Pasta, Diapers, Rice, Beef, Cheese, Wine"
890,"Apple, Milk, Pasta, Bread, Diapers, Rice, Cheese, Chicken, Wine"
891,"Pasta, Diapers, Rice, Beef, Chicken, Wine"
892,"Pasta, Wine"
893,"Pasta, Bread, Wine"
894,"Apple, Pasta, Rice, Wine, Chicken, Bread"
895,"Apple, Milk, Pasta, Diapers, Rice, Beef, Wine, Bread"
896,"Pasta, Wine, Beef"
897,"Pasta, Bread, Wine, Beef"
898,"Apple, Diapers, Bread, Chicken"
899,"Milk, Pasta, Bread, Diapers, Beef, Chicken, Wine"
900,"Milk, Pasta, Diapers, Cheese, Chicken, Wine"
901,"Apple, Pasta, Diapers, Rice, Beef, Wine, Chicken, Bread"
902,"Pasta, Apple, Wine"
903,"Pasta, Milk, Wine"
904,"Apple, Milk, Pasta, Bread, Beef, Cheese, Chicken, Wine"
905,"Pasta, Diapers, Cheese, Chicken, Wine"
906,"Pasta, Rice, Wine, Beef"
907,"Apple, Milk, Pasta, Rice, Beef, Cheese, Wine"
908,"Pasta, Rice, Beef, Cheese, Wine"
909,"Pasta, Wine"
910,"Pasta, Wine"
911,"Pasta, Wine"
912,"Pasta, Rice, Bread, Wine"
913,"Pasta, Diapers, Wine, Chicken, Bread"
914,"Pasta, Milk, Wine, Chicken"
915,"Apple, Milk, Pasta, Diapers, Rice, Cheese, Wine"
916,"Pasta, Diapers, Wine, Chicken, Bread"
917,"Apple, Milk, Pasta, Beef, Wine, Cheese, Chicken, Bread"
918,"Milk, Pasta, Bread, Diapers, Rice, Beef, Chicken, Wine"
919,"Apple, Pasta, Diapers, Beef, Cheese, Wine"
920,"Apple, Milk, Pasta, Diapers, Rice, Beef, Cheese, Chicken, Wine"
921,Bread
922,"Pasta, Bread, Wine"
923,"Pasta, Wine"
924,"Pasta, Rice, Wine, Beef"
925,"Pasta, Beef, Wine, Cheese, Bread"
926,
927,"Pasta, Bread, Diapers, Beef, Cheese, Chicken, Wine"
928,"Milk, Pasta, Diapers, Cheese, Wine"
929,Diapers
930,
931,"Apple, Pasta, Diapers, Rice, Beef, Cheese, Wine"
932,"Apple, Milk, Pasta, Bread, Diapers, Rice, Beef, Chicken, Wine"
933,"Milk, Pasta, Diapers, Rice, Beef, Wine, Chicken, Bread"
934,"Apple, Pasta, Diapers, Cheese, Wine"
935,"Milk, Pasta, Bread, Cheese, Wine"
936,"Apple, Milk, Pasta, Bread, Beef, Cheese, Chicken, Wine"
937,"Apple, Pasta, Bread, Rice, Beef, Chicken, Wine"
938,"Pasta, Apple, Diapers, Wine"
939,"Pasta, Wine"
940,"Pasta, Milk, Wine, Cheese"
941,"Pasta, Wine, Cheese, Chicken"
942,"Apple, Milk, Pasta, Diapers, Rice, Cheese, Chicken, Wine"
943,"Milk, Pasta, Rice, Beef, Chicken, Bread"
944,"Milk, Pasta, Bread, Diapers, Cheese, Chicken, Wine"
945,"Apple, Pasta, Diapers, Beef, Cheese, Wine"
946,"Milk, Cheese"
947,"Apple, Milk, Pasta, Bread, Diapers, Cheese, Chicken, Wine"
948,"Apple, Pasta, Diapers, Rice, Wine, Cheese, Chicken, Bread"
949,"Pasta, Rice, Wine, Cheese"
950,"Pasta, Wine"
951,"Apple, Milk, Pasta, Bread, Diapers, Chicken, Wine"
952,Rice
953,"Pasta, Rice, Diapers, Wine"
954,"Apple, Milk, Pasta, Bread, Diapers, Rice, Cheese, Chicken, Wine"
955,"Pasta, Rice, Wine, Apple"
956,
957,"Apple, Milk, Pasta, Rice, Wine, Cheese, Bread"
958,"Apple, Milk, Pasta, Rice, Cheese, Chicken, Wine"
959,"Pasta, Bread, Wine, Milk"
960,"Milk, Pasta, Diapers, Rice, Beef, Chicken, Wine"
961,"Apple, Diapers, Wine"
962,"Pasta, Wine"
963,"Apple, Cheese, Beef, Chicken"
964,"Pasta, Bread, Wine"
965,"Pasta, Wine"
966,"Apple, Milk, Pasta, Diapers, Beef, Wine"
967,"Apple, Pasta, Bread, Diapers, Rice, Chicken, Wine"
968,"Pasta, Milk, Wine"
969,"Pasta, Wine"
970,"Apple, Milk, Pasta, Bread, Rice, Beef, Wine"
971,"Pasta, Diapers, Wine"
972,"Milk, Pasta, Bread, Beef, Cheese, Wine"
973,"Pasta, Diapers, Rice, Beef, Chicken, Wine"
974,Bread
975,"Apple, Milk, Pasta, Diapers, Rice, Cheese, Chicken, Wine"
976,"Pasta, Wine"
977,"Pasta, Wine"
978,"Apple, Milk, Beef, Cheese, Chicken"
979,"Pasta, Wine"
980,"Apple, Milk, Pasta, Bread, Beef, Cheese, Wine"
981,"Pasta, Diapers, Beef, Cheese, Wine"
982,
983,"Pasta, Wine"
984,"Pasta, Bread, Diapers, Beef, Chicken, Wine"
985,"Pasta, Diapers, Rice, Beef, Wine, Cheese, Bread"
986,"Pasta, Bread, Wine, Chicken"
987,"Pasta, Apple, Wine, Rice"
988,"Pasta, Milk, Wine, Cheese"
989,"Apple, Milk, Pasta, Bread, Rice, Beef, Chicken, Wine"
990,"Pasta, Wine"
991,
992,"Apple, Milk, Pasta, Bread, Beef, Cheese, Chicken, Wine"
993,"Milk, Pasta, Bread, Diapers, Rice, Beef, Cheese, Wine"
994,"Pasta, Wine"
995,
996,"Apple, Milk, Diapers, Cheese, Chicken, Bread"
997,"Pasta, Diapers, Beef, Chicken, Wine"
998,"Apple, Pasta, Diapers, Rice, Wine, Cheese, Chicken, Bread"
999,"Diapers, Chicken"
1000,"Pasta, Wine, Chicken"
